Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
ago/20;DPC;852001 / 00001;12152194
ago/20;ANAC;122002 / 00001;10249103
ago/20;SENAR;37.138.245/0001-90;60278875
ago/20;SEST;73.471.989/0001-95;19679835
ago/20;SENAT;73.471.963/0001-47;12973170
ago/20;SESCOOP;03.087.543/0001-86;17974497
ago/20;SDR;420013 / 00001;4677131
ago/20;APEX-BR;05.507.500/0001-38;36910191
ago/20;ABDI;07.200.966/0001-11;6026492
set/20;FNDE;153173 / 15253;1603805415
set/20;INCRA;373001 / 37201;131818167
set/20;SENAI;33.564.543/0001-90;111092861
set/20;SESI;33.641.358/0001-52;159637304
set/20;SENAC;33.469.172/0001-68;222295183
set/20;SESC;33.469.164/0001-11;393620608
set/20;SEBRAE;00.330.854/0001-45;257257899
set/20;EMBRATUR;35.842.428/0001-66;0
set/20;DPC;852001 / 00001;11903247
set/20;ANAC;122002 / 00001;12479761
set/20;SENAR;37.138.245/0001-90;128218900
set/20;SEST;73.471.989/0001-95;39167217
set/20;SENAT;73.471.963/0001-47;25811712
set/20;SESCOOP;03.087.543/0001-86;30560307
set/20;SDR;420013 / 00001;4311631
set/20;APEX-BR;05.507.500/0001-38;37489985
set/20;ABDI;07.200.966/0001-11;6121147
out/20;FNDE;153173 / 15253;1659526735
out/20;INCRA;373001 / 37201;134496068
out/20;SENAI;33.564.543/0001-90;115642117
out/20;SESI;33.641.358/0001-52;166893312
out/20;SENAC;33.469.172/0001-68;231082508
out/20;SESC;33.469.164/0001-11;403575599
out/20;SEBRAE;00.330.854/0001-45;265404268
out/20;EMBRATUR;35.842.428/0001-66;0
out/20;DPC;852001 / 00001;11088126
out/20;ANAC;122002 / 00001;12988276
out/20;SENAR;37.138.245/0001-90;124341475
out/20;SEST;73.471.989/0001-95;42239892
out/20;SENAT;73.471.963/0001-47;27536472
out/20;SESCOOP;03.087.543/0001-86;37035576
out/20;SDR;420013 / 00001;4478781
out/20;APEX-BR;05.507.500/0001-38;38686737
out/20;ABDI;07.200.966/0001-11;6316560
nov/20;FNDE;153173 / 15253;1721925081
nov/20;INCRA;373001 / 37201;141669478
nov/20;SENAI;33.564.543/0001-90;123863055
nov/20;SESI;33.641.358/0001-52;179241528
nov/20;SENAC;33.469.172/0001-68;238896192
nov/20;SESC;33.469.164/0001-11;419968008
nov/20;SEBRAE;00.330.854/0001-45;278743269
nov/20;EMBRATUR;35.842.428/0001-66;0
nov/20;DPC;852001 / 00001;12614690
nov/20;ANAC;122002 / 00001;13174363
nov/20;SENAR;37.138.245/0001-90;139327093
nov/20;SEST;73.471.989/0001-95;42765783
nov/20;SENAT;73.471.963/0001-47;27697647
nov/20;SESCOOP;03.087.543/0001-86;33597991
nov/20;SDR;420013 / 00001;4671316
nov/20;APEX-BR;05.507.500/0001-38;40628165
nov/20;ABDI;07.200.966/0001-11;6633525
dez/20;FNDE;153173 / 15253;1749265154
dez/20;INCRA;373001 / 37201;143790589
dez/20;SENAI;33.564.543/0001-90;123317365
dez/20;SESI;33.641.358/0001-52;178742123
dez/20;SENAC;33.469.172/0001-68;243539838
dez/20;SESC;33.469.164/0001-11;429453962
dez/20;SEBRAE;00.330.854/0001-45;281095416
dez/20;EMBRATUR;35.842.428/0001-66;0
dez/20;DPC;852001 / 00001;12792337
dez/20;ANAC;122002 / 00001;12047587
dez/20;SENAR;37.138.245/0001-90;133365921
dez/20;SEST;73.471.989/0001-95;42807560
dez/20;SENAT;73.471.963/0001-47;28379193
dez/20;SESCOOP;03.087.543/0001-86;35451306
dez/20;SDR;420013 / 00001;4638871
dez/20;APEX-BR;05.507.500/0001-38;40972291
dez/20;ABDI;07.200.966/0001-11;6689715
jan/21;FNDE;153173 / 15253;3074883303
jan/21;INCRA;373001 / 37201;253529826
jan/21;SENAI;33.564.543/0001-90;207845421
jan/21;SESI;33.641.358/0001-52;300380090
jan/21;SENAC;33.469.172/0001-68;426516302
jan/21;SESC;33.469.164/0001-11;749145877
jan/21;SEBRAE;00.330.854/0001-45;493946068
jan/21;EMBRATUR;35.842.428/0001-66;0
jan/21;DPC;852001 / 00001;21364259
jan/21;ANAC;122002 / 00001;53775634
jan/21;SENAR;37.138.245/0001-90;118099698
jan/21;SEST;73.471.989/0001-95;67603165
jan/21;SENAT;73.471.963/0001-47;44775118
jan/21;SESCOOP;03.087.543/0001-86;63910335
jan/21;SDR;420013 / 00001;7139976
jan/21;APEX-BR;05.507.500/0001-38;72005710
jan/21;ABDI;07.200.966/0001-11;11756430
fev/21;FNDE;153173 / 15253;1739188903
fev/21;INCRA;373001 / 37201;139214875
fev/21;SENAI;33.564.543/0001-90;124464814
fev/21;SESI;33.641.358/0001-52;179286777
fev/21;SENAC;33.469.172/0001-68;248186165
fev/21;SESC;33.469.164/0001-11;435004045
fev/21;SEBRAE;00.330.854/0001-45;285970893
fev/21;EMBRATUR;35.842.428/0001-66;0
fev/21;DPC;852001 / 00001;12086509
fev/21;ANAC;122002 / 00001;18457117
fev/21;SENAR;37.138.245/0001-90;100627379
fev/21;SEST;73.471.989/0001-95;41746790
fev/21;SENAT;73.471.963/0001-47;27526630
fev/21;SESCOOP;03.087.543/0001-86;34400068
fev/21;SDR;420013 / 00001;4613194
fev/21;APEX-BR;05.507.500/0001-38;41696014
fev/21;ABDI;07.200.966/0001-11;6807875
mar/21;FNDE;153173 / 15253;1813827563
mar/21;INCRA;373001 / 37201;149526328
mar/21;SENAI;33.564.543/0001-90;126586983
mar/21;SESI;33.641.358/0001-52;183412515
mar/21;SENAC;33.469.172/0001-68;251051804
mar/21;SESC;33.469.164/0001-11;443788794
mar/21;SEBRAE;00.330.854/0001-45;293937886
mar/21;EMBRATUR;35.842.428/0001-66;0
mar/21;DPC;852001 / 00001;12396293
mar/21;ANAC;122002 / 00001;13604110
mar/21;SENAR;37.138.245/0001-90;109785297
mar/21;SEST;73.471.989/0001-95;42832269
mar/21;SENAT;73.471.963/0001-47;28308878
mar/21;SESCOOP;03.087.543/0001-86;37336118
mar/21;SDR;420013 / 00001;4886935
mar/21;APEX-BR;05.507.500/0001-38;42846092
mar/21;ABDI;07.200.966/0001-11;6995650
abr/21;FNDE;153173 / 15253;1752203853
abr/21;INCRA;373001 / 37201;139722058
abr/21;SENAI;33.564.543/0001-90;120571129
abr/21;SESI;33.641.358/0001-52;175457645
abr/21;SENAC;33.469.172/0001-68;244397492
abr/21;SESC;33.469.164/0001-11;431158238
abr/21;SEBRAE;00.330.854/0001-45;277571111
abr/21;EMBRATUR;35.842.428/0001-66;0
abr/21;DPC;852001 / 00001;11188573
abr/21;ANAC;122002 / 00001;21992805
abr/21;SENAR;37.138.245/0001-90;134642044
abr/21;SEST;73.471.989/0001-95;41036738
abr/21;SENAT;73.471.963/0001-47;27079232
abr/21;SESCOOP;03.087.543/0001-86;34004095
abr/21;SDR;420013 / 00001;4809987
abr/21;APEX-BR;05.507.500/0001-38;40459955
abr/21;ABDI;07.200.966/0001-11;6606069
mai/21;FNDE;153173 / 15253;1818947539
mai/21;INCRA;373001 / 37201;148835177
mai/21;SENAI;33.564.543/0001-90;126880219
mai/21;SESI;33.641.358/0001-52;184168047
mai/21;SENAC;33.469.172/0001-68;245946030
mai/21;SESC;33.469.164/0001-11;432247720
mai/21;SEBRAE;00.330.854/0001-45;296119970
mai/21;EMBRATUR;35.842.428/0001-66;0
mai/21;DPC;852001 / 00001;12618018
mai/21;ANAC;122002 / 00001;14790325
mai/21;SENAR;37.138.245/0001-90;222586366
mai/21;SEST;73.471.989/0001-95;42506147
mai/21;SENAT;73.471.963/0001-47;28136178
mai/21;SESCOOP;03.087.543/0001-86;36801653
mai/21;SDR;420013 / 00001;4516546
mai/21;APEX-BR;05.507.500/0001-38;43163869
mai/21;ABDI;07.200.966/0001-11;7047519
jun/21;FNDE;153173 / 15253;1770746958
jun/21;INCRA;373001 / 37201;145059667
jun/21;SENAI;33.564.543/0001-90;127848203
jun/21;SESI;33.641.358/0001-52;185564204
jun/21;SENAC;33.469.172/0001-68;256429815
jun/21;SESC;33.469.164/0001-11;450737622
jun/21;SEBRAE;00.330.854/0001-45;290260552
jun/21;EMBRATUR;35.842.428/0001-66;0
jun/21;DPC;852001 / 00001;12246091
jun/21;ANAC;122002 / 00001;14662633
jun/21;SENAR;37.138.245/0001-90;205329952
jun/21;SEST;73.471.989/0001-95;43503799
jun/21;SENAT;73.471.963/0001-47;28726154
jun/21;SESCOOP;03.087.543/0001-86;36416737
jun/21;SDR;420013 / 00001;4708535
jun/21;APEX-BR;05.507.500/0001-38;42308091
jun/21;ABDI;07.200.966/0001-11;6907809
jul/21;FNDE;153173 / 15253;1804617066
jul/21;INCRA;373001 / 37201;146620762
jul/21;SENAI;33.564.543/0001-90;129649737
jul/21;SESI;33.641.358/0001-52;189063440
jul/21;SENAC;33.469.172/0001-68;255796564
jul/21;SESC;33.469.164/0001-11;448687830
jul/21;SEBRAE;00.330.854/0001-45;297517229
jul/21;EMBRATUR;35.842.428/0001-66;0
jul/21;DPC;852001 / 00001;12558204
jul/21;ANAC;122002 / 00001;15125941
jul/21;SENAR;37.138.245/0001-90;190127689
jul/21;SEST;73.471.989/0001-95;43403528
jul/21;SENAT;73.471.963/0001-47;28407389
jul/21;SESCOOP;03.087.543/0001-86;35229804
jul/21;SDR;420013 / 00001;4687010
jul/21;APEX-BR;05.507.500/0001-38;43368051
jul/21;ABDI;07.200.966/0001-11;7080872
ago/21;FNDE;153173 / 15253;1826968713
ago/21;INCRA;373001 / 37201;148385956
ago/21;SENAI;33.564.543/0001-90;131867620
ago/21;SESI;33.641.358/0001-52;191660560
ago/21;SENAC;33.469.172/0001-68;257398563
ago/21;SESC;33.469.164/0001-11;451890748
ago/21;SEBRAE;00.330.854/0001-45;296481905
ago/21;EMBRATUR;35.842.428/0001-66;0
ago/21;DPC;852001 / 00001;12619870
ago/21;ANAC;122002 / 00001;17118531
ago/21;SENAR;37.138.245/0001-90;169716870
ago/21;SEST;73.471.989/0001-95;46180636
ago/21;SENAT;73.471.963/0001-47;30436853
ago/21;SESCOOP;03.087.543/0001-86;39382932
ago/21;SDR;420013 / 00001;4665531
ago/21;APEX-BR;05.507.500/0001-38;43214850
ago/21;ABDI;07.200.966/0001-11;7055875
set/21;FNDE;153173 / 15253;1873467387
set/21;INCRA;373001 / 37201;155209043
set/21;SENAI;33.564.543/0001-90;140863746
set/21;SESI;33.641.358/0001-52;204635887
set/21;SENAC;33.469.172/0001-68;261713664
set/21;SESC;33.469.164/0001-11;461180642
set/21;SEBRAE;00.330.854/0001-45;302493013
set/21;EMBRATUR;35.842.428/0001-66;0
set/21;DPC;852001 / 00001;13215721
set/21;ANAC;122002 / 00001;16880091
set/21;SENAR;37.138.245/0001-90;178101705
set/21;SEST;73.471.989/0001-95;46941369
set/21;SENAT;73.471.963/0001-47;31032947
set/21;SESCOOP;03.087.543/0001-86;40570025
set/21;SDR;420013 / 00001;4898809
set/21;APEX-BR;05.507.500/0001-38;44093005
set/21;ABDI;07.200.966/0001-11;7199264
out/21;FNDE;153173 / 15253;1885563831
out/21;INCRA;373001 / 37201;152458346
out/21;SENAI;33.564.543/0001-90;139807233
out/21;SESI;33.641.358/0001-52;202922758
out/21;SENAC;33.469.172/0001-68;262119540
out/21;SESC;33.469.164/0001-11;459682607
out/21;SEBRAE;00.330.854/0001-45;306050855
out/21;EMBRATUR;35.842.428/0001-66;0
out/21;DPC;852001 / 00001;11598443
out/21;ANAC;122002 / 00001;16733677
out/21;SENAR;37.138.245/0001-90;178689435
out/21;SEST;73.471.989/0001-95;46732334
out/21;SENAT;73.471.963/0001-47;30806362
out/21;SESCOOP;03.087.543/0001-86;40941353
out/21;SDR;420013 / 00001;4898403
out/21;APEX-BR;05.507.500/0001-38;44611766
out/21;ABDI;07.200.966/0001-11;7283951
nov/21;FNDE;153173 / 15253;1897700204
nov/21;INCRA;373001 / 37201;157983814
nov/21;SENAI;33.564.543/0001-90;145215469
nov/21;SESI;33.641.358/0001-52;211556213
nov/21;SENAC;33.469.172/0001-68;262042542
nov/21;SESC;33.469.164/0001-11;463043022
nov/21;SEBRAE;00.330.854/0001-45;306771402
nov/21;EMBRATUR;35.842.428/0001-66;0
nov/21;DPC;852001 / 00001;13314952
nov/21;ANAC;122002 / 00001;17937400
nov/21;SENAR;37.138.245/0001-90;158860088
nov/21;SEST;73.471.989/0001-95;47608852
nov/21;SENAT;73.471.963/0001-47;31276447
nov/21;SESCOOP;03.087.543/0001-86;39222559
nov/21;SDR;420013 / 00001;4926223
nov/21;APEX-BR;05.507.500/0001-38;44712096
nov/21;ABDI;07.200.966/0001-11;7300336
dez/21;FNDE;153173 / 15253;1932404402
dez/21;INCRA;373001 / 37201;159632218
dez/21;SENAI;33.564.543/0001-90;141788958
dez/21;SESI;33.641.358/0001-52;204285769
dez/21;SENAC;33.469.172/0001-68;272742327
dez/21;SESC;33.469.164/0001-11;478486566
dez/21;SEBRAE;00.330.854/0001-45;313143993
dez/21;EMBRATUR;35.842.428/0001-66;0
dez/21;DPC;852001 / 00001;14261220
dez/21;ANAC;122002 / 00001;25560455
dez/21;SENAR;37.138.245/0001-90;153286028
dez/21;SEST;73.471.989/0001-95;48064767
dez/21;SENAT;73.471.963/0001-47;31928275
dez/21;SESCOOP;03.087.543/0001-86;36834615
dez/21;SDR;420013 / 00001;1158714
dez/21;APEX-BR;05.507.500/0001-38;45643573
dez/21;ABDI;07.200.966/0001-11;7452480
jan/22;FNDE;153173 / 15253;3390322169
jan/22;INCRA;373001 / 37201;283713682
jan/22;SENAI;33.564.543/0001-90;236503577
jan/22;SESI;33.641.358/0001-52;342623795
jan/22;SENAC;33.469.172/0001-68;481459089
jan/22;SESC;33.469.164/0001-11;848518670
jan/22;SEBRAE;00.330.854/0001-45;548388266
jan/22;EMBRATUR;35.842.428/0001-66;0
jan/22;DPC;852001 / 00001;22548501
jan/22;ANAC;122002 / 00001;28035615
jan/22;SENAR;37.138.245/0001-90;169643845
jan/22;SEST;73.471.989/0001-95;77161541
jan/22;SENAT;73.471.963/0001-47;51363523
jan/22;SESCOOP;03.087.543/0001-86;73861318
jan/22;SDR;420013 / 00001;1167320
jan/22;APEX-BR;05.507.500/0001-38;79945677
jan/22;ABDI;07.200.966/0001-11;13052897
fev/22;FNDE;153173 / 15253;2096308062
fev/22;INCRA;373001 / 37201;177286278
fev/22;SENAI;33.564.543/0001-90;152718864
fev/22;SESI;33.641.358/0001-52;222158874
fev/22;SENAC;33.469.172/0001-68;293756880
fev/22;SESC;33.469.164/0001-11;514732927
fev/22;SEBRAE;00.330.854/0001-45;344151572
fev/22;EMBRATUR;35.842.428/0001-66;0
fev/22;DPC;852001 / 00001;13671543
fev/22;ANAC;122002 / 00001;24009472
fev/22;SENAR;37.138.245/0001-90;147918370
fev/22;SEST;73.471.989/0001-95;51423632
fev/22;SENAT;73.471.963/0001-47;33880844
fev/22;SESCOOP;03.087.543/0001-86;44392378
fev/22;SDR;420013 / 00001;575733
fev/22;APEX-BR;05.507.500/0001-38;50165429
fev/22;ABDI;07.200.966/0001-11;8190820
mar/22;FNDE;153173 / 15253;2048648304
mar/22;INCRA;373001 / 37201;172102220
mar/22;SENAI;33.564.543/0001-90;144696477
mar/22;SESI;33.641.358/0001-52;210695304
mar/22;SENAC;33.469.172/0001-68;294095614
mar/22;SESC;33.469.164/0001-11;514778230
mar/22;SEBRAE;00.330.854/0001-45;332215904
mar/22;EMBRATUR;35.842.428/0001-66;0
mar/22;DPC;852001 / 00001;13885578
mar/22;ANAC;122002 / 00001;19974688
mar/22;SENAR;37.138.245/0001-90;154872289
mar/22;SEST;73.471.989/0001-95;47433924
mar/22;SENAT;73.471.963/0001-47;31833459
mar/22;SESCOOP;03.087.543/0001-86;43639463
mar/22;SDR;420013 / 00001;532114
mar/22;APEX-BR;05.507.500/0001-38;48423140
mar/22;ABDI;07.200.966/0001-11;7906352
abr/22;FNDE;153173 / 15253;2062770813
abr/22;INCRA;373001 / 37201;175031587
abr/22;SENAI;33.564.543/0001-90;147453762
abr/22;SESI;33.641.358/0001-52;215730797
abr/22;SENAC;33.469.172/0001-68;294130282
abr/22;SESC;33.469.164/0001-11;512451223
abr/22;SEBRAE;00.330.854/0001-45;330599147
abr/22;EMBRATUR;35.842.428/0001-66;0
abr/22;DPC;852001 / 00001;13724021
abr/22;ANAC;122002 / 00001;19695375
abr/22;SENAR;37.138.245/0001-90;231268828
abr/22;SEST;73.471.989/0001-95;48313831
abr/22;SENAT;73.471.963/0001-47;32279342
abr/22;SESCOOP;03.087.543/0001-86;43536734
abr/22;SDR;420013 / 00001;647437
abr/22;APEX-BR;05.507.500/0001-38;48192945
abr/22;ABDI;07.200.966/0001-11;7868792
mai/22;FNDE;153173 / 15253;2060657136
mai/22;INCRA;373001 / 37201;171033897
mai/22;SENAI;33.564.543/0001-90;151413146
mai/22;SESI;33.641.358/0001-52;220597558
mai/22;SENAC;33.469.172/0001-68;294405960
mai/22;SESC;33.469.164/0001-11;512120653
mai/22;SEBRAE;00.330.854/0001-45;334878412
mai/22;EMBRATUR;35.842.428/0001-66;0
mai/22;DPC;852001 / 00001;14336221
mai/22;ANAC;122002 / 00001;22636551
mai/22;SENAR;37.138.245/0001-90;272815189
mai/22;SEST;73.471.989/0001-95;50439413
mai/22;SENAT;73.471.963/0001-47;33844544
mai/22;SESCOOP;03.087.543/0001-86;43839174
mai/22;SDR;420013 / 00001;550781
mai/22;APEX-BR;05.507.500/0001-38;48815747
mai/22;ABDI;07.200.966/0001-11;7970440
jun/22;FNDE;153173 / 15253;2100262846
jun/22;INCRA;373001 / 37201;173473299
jun/22;SENAI;33.564.543/0001-90;152877257
jun/22;SESI;33.641.358/0001-52;223025271
jun/22;SENAC;33.469.172/0001-68;304443963
jun/22;SESC;33.469.164/0001-11;529827582
jun/22;SEBRAE;00.330.854/0001-45;342608153
jun/22;EMBRATUR;35.842.428/0001-66;0
jun/22;DPC;852001 / 00001;13758334
jun/22;ANAC;122002 / 00001;24137527
jun/22;SENAR;37.138.245/0001-90;218943574
jun/22;SEST;73.471.989/0001-95;51214656
jun/22;SENAT;73.471.963/0001-47;34381451
jun/22;SESCOOP;03.087.543/0001-86;45632638
jun/22;SDR;420013 / 00001;592246
jun/22;APEX-BR;05.507.500/0001-38;49939780
jun/22;ABDI;07.200.966/0001-11;8153984
jul/22;FNDE;153173 / 15253;2148063754
jul/22;INCRA;373001 / 37201;179179299
jul/22;SENAI;33.564.543/0001-90;154902461
jul/22;SESI;33.641.358/0001-52;225490642
jul/22;SENAC;33.469.172/0001-68;297453879
jul/22;SESC;33.469.164/0001-11;521878505
jul/22;SEBRAE;00.330.854/0001-45;341170946
jul/22;EMBRATUR;35.842.428/0001-66;0
jul/22;DPC;852001 / 00001;14120973
jul/22;ANAC;122002 / 00001;22080515
jul/22;SENAR;37.138.245/0001-90;225373045
jul/22;SEST;73.471.989/0001-95;52896067
jul/22;SENAT;73.471.963/0001-47;35680304
jul/22;SESCOOP;03.087.543/0001-86;44720581
jul/22;SDR;420013 / 00001;582545
jul/22;APEX-BR;05.507.500/0001-38;49730389
jul/22;ABDI;07.200.966/0001-11;8119796

